"TIME","GEO","INDIC_MD","Value","Flag and Footnotes"
"2010","Syria","Youth unemployment rate, female (%)",":",""
"2011","Algeria","Unemployment rate, male (%)","8.4","i"
"2011","Algeria","Unemployment rate, female (%)","17.2","i"
"2011","Algeria","Unemployment rate, total (%)","10.0","i"
"2011","Algeria","Youth unemployment rate, male (%)","19.1","i"
"2011","Algeria","Youth unemployment rate, female (%)","38.1","i"
"2011","Egypt","Unemployment rate, male (%)","9.0",""
"2011","Egypt","Unemployment rate, female (%)","22.9",""
"2011","Egypt","Unemployment rate, total (%)","12.1",""
"2011","Egypt","Youth unemployment rate, male (%)","22.5",""
"2011","Egypt","Youth unemployment rate, female (%)","53.2",""
"2011","Libya","Unemployment rate, male (%)",":",""
"2011","Libya","Unemployment rate, female (%)",":",""
"2011","Libya","Unemployment rate, total (%)",":",""
"2011","Libya","Youth unemployment rate, male (%)",":",""
"2011","Libya","Youth unemployment rate, female (%)",":",""
"2011","Morocco","Unemployment rate, male (%)","8.4",""
"2011","Morocco","Unemployment rate, female (%)","10.2",""
"2011","Morocco","Unemployment rate, total (%)","8.9",""
"2011","Morocco","Youth unemployment rate, male (%)","18.1",""
"2011","Morocco","Youth unemployment rate, female (%)","17.4",""
"2011","Tunisia","Unemployment rate, male (%)","15.0",""
"2011","Tunisia","Unemployment rate, female (%)","27.4",""
"2011","Tunisia","Unemployment rate, total (%)","18.3",""
"2011","Tunisia","Youth unemployment rate, male (%)","40.8",""
"2011","Tunisia","Youth unemployment rate, female (%)","45.5",""
"2011","Israel","Unemployment rate, male (%)","5.7",""
"2011","Israel","Unemployment rate, female (%)","5.7",""
"2011","Israel","Unemployment rate, total (%)","5.7",""
"2011","Israel","Youth unemployment rate, male (%)","11.8",""
"2011","Israel","Youth unemployment rate, female (%)","11.4",""
"2011","Jordan","Unemployment rate, male (%)","11.0",""
"2011","Jordan","Unemployment rate, female (%)","21.2",""
"2011","Jordan","Unemployment rate, total (%)","12.9",""
"2011","Jordan","Youth unemployment rate, male (%)","36.3",""
"2011","Jordan","Youth unemployment rate, female (%)","35.1",""
"2011","Lebanon","Unemployment rate, male (%)",":",""
"2011","Lebanon","Unemployment rate, female (%)",":",""
"2011","Lebanon","Unemployment rate, total (%)",":",""
"2011","Lebanon","Youth unemployment rate, male (%)",":",""
"2011","Lebanon","Youth unemployment rate, female (%)",":",""
"2011","Palestine","Unemployment rate, male (%)","19.2",""
"2011","Palestine","Unemployment rate, female (%)","28.4",""
"2011","Palestine","Unemployment rate, total (%)","20.9",""
"2011","Palestine","Youth unemployment rate, male (%)","32.1",""
"2011","Palestine","Youth unemployment rate, female (%)","53.5",""
"2011","Syria","Unemployment rate, male (%)",":",""
"2011","Syria","Unemployment rate, female (%)",":",""
"2011","Syria","Unemployment rate, total (%)",":",""
"2011","Syria","Youth unemployment rate, male (%)",":",""
"2011","Syria","Youth unemployment rate, female (%)",":",""
"2012","Algeria","Unemployment rate, male (%)","9.6","i"
"2012","Algeria","Unemployment rate, female (%)","17.0","i"
"2012","Algeria","Unemployment rate, total (%)","11.0","i"
"2012","Algeria","Youth unemployment rate, male (%)","24.9","i"
"2012","Algeria","Youth unemployment rate, female (%)","39.2","i"
"2012","Egypt","Unemployment rate, male (%)","9.5",""
"2012","Egypt","Unemployment rate, female (%)","24.3",""
"2012","Egypt","Unemployment rate, total (%)","12.9",""
"2012","Egypt","Youth unemployment rate, male (%)","28.1",""
"2012","Egypt","Youth unemployment rate, female (%)","57.1",""
"2012","Libya","Unemployment rate, male (%)","15.9",""
"2012","Libya","Unemployment rate, female (%)","25.1",""
"2012","Libya","Unemployment rate, total (%)","19.0",""
"2012","Libya","Youth unemployment rate, male (%)",":",""
"2012","Libya","Youth unemployment rate, female (%)",":",""
"2012","Morocco","Unemployment rate, male (%)","8.7",""
"2012","Morocco","Unemployment rate, female (%)","9.9",""
"2012","Morocco","Unemployment rate, total (%)","9.0",""
"2012","Morocco","Youth unemployment rate, male (%)","18.4",""
"2012","Morocco","Youth unemployment rate, female (%)","19.2",""
"2012","Tunisia","Unemployment rate, male (%)","14.6",""
"2012","Tunisia","Unemployment rate, female (%)","25.6",""
"2012","Tunisia","Unemployment rate, total (%)","17.6",""
"2012","Tunisia","Youth unemployment rate, male (%)","41.8",""
"2012","Tunisia","Youth unemployment rate, female (%)","35.7",""
"2012","Israel","Unemployment rate, male (%)","6.9","b"
"2012","Israel","Unemployment rate, female (%)","7.1","b"
"2012","Israel","Unemployment rate, total (%)","7.0","b"
"2012","Israel","Youth unemployment rate, male (%)","11.6","b"
"2012","Israel","Youth unemployment rate, female (%)","12.7","b"
"2012","Jordan","Unemployment rate, male (%)","10.4",""
"2012","Jordan","Unemployment rate, female (%)","19.9",""
"2012","Jordan","Unemployment rate, total (%)","12.2",""
"2012","Jordan","Youth unemployment rate, male (%)","35.5",""
"2012","Jordan","Youth unemployment rate, female (%)","31.2",""
"2012","Lebanon","Unemployment rate, male (%)","7.7",""
"2012","Lebanon","Unemployment rate, female (%)","13.8",""
"2012","Lebanon","Unemployment rate, total (%)","9.7",""
"2012","Lebanon","Youth unemployment rate, male (%)",":",""
"2012","Lebanon","Youth unemployment rate, female (%)",":",""
"2012","Palestine","Unemployment rate, male (%)","20.7",""
"2012","Palestine","Unemployment rate, female (%)","33.3",""
"2012","Palestine","Unemployment rate, total (%)","23.2",""
"2012","Palestine","Youth unemployment rate, male (%)","34.5",""
"2012","Palestine","Youth unemployment rate, female (%)","62.2",""
"2012","Syria","Unemployment rate, male (%)",":",""
"2012","Syria","Unemployment rate, female (%)",":",""
"2012","Syria","Unemployment rate, total (%)",":",""
"2012","Syria","Youth unemployment rate, male (%)",":",""
"2012","Syria","Youth unemployment rate, female (%)",":",""
"2013","Algeria","Unemployment rate, male (%)","8.3","i"
"2013","Algeria","Unemployment rate, female (%)","16.3","i"
"2013","Algeria","Unemployment rate, total (%)","9.8","i"
"2013","Algeria","Youth unemployment rate, male (%)","21.6","i"
"2013","Algeria","Youth unemployment rate, female (%)","39.7","i"
"2013","Egypt","Unemployment rate, male (%)","10.0",""
"2013","Egypt","Unemployment rate, female (%)","24.4",""
"2013","Egypt","Unemployment rate, total (%)","13.4",""
"2013","Egypt","Youth unemployment rate, male (%)","28.7",""
"2013","Egypt","Youth unemployment rate, female (%)","52.2",""
"2013","Libya","Unemployment rate, male (%)","14.5",""
"2013","Libya","Unemployment rate, female (%)","22.4",""
"2013","Libya","Unemployment rate, total (%)","17.4",""
"2013","Libya","Youth unemployment rate, male (%)",":",""
"2013","Libya","Youth unemployment rate, female (%)",":",""
"2013","Morocco","Unemployment rate, male (%)","9.1",""
"2013","Morocco","Unemployment rate, female (%)","9.6",""
"2013","Morocco","Unemployment rate, total (%)","9.2",""
"2013","Morocco","Youth unemployment rate, male (%)","19.4",""
"2013","Morocco","Youth unemployment rate, female (%)","18.2",""
"2013","Tunisia","Unemployment rate, male (%)","13.3",""
"2013","Tunisia","Unemployment rate, female (%)","23.0",""
"2013","Tunisia","Unemployment rate, total (%)","15.9",""
"2013","Tunisia","Youth unemployment rate, male (%)","33.4",""
"2013","Tunisia","Youth unemployment rate, female (%)","37.7",""
"2013","Israel","Unemployment rate, male (%)","6.3",""
"2013","Israel","Unemployment rate, female (%)","6.4",""
"2013","Israel","Unemployment rate, total (%)","6.3",""
"2013","Israel","Youth unemployment rate, male (%)","10.4",""
"2013","Israel","Youth unemployment rate, female (%)","10.7",""
"2013","Jordan","Unemployment rate, male (%)","10.6",""
"2013","Jordan","Unemployment rate, female (%)","22.2",""
"2013","Jordan","Unemployment rate, total (%)","12.6",""
"2013","Jordan","Youth unemployment rate, male (%)","34.4",""
"2013","Jordan","Youth unemployment rate, female (%)","22.8",""
"2013","Lebanon","Unemployment rate, male (%)",":",""
"2013","Lebanon","Unemployment rate, female (%)",":",""
"2013","Lebanon","Unemployment rate, total (%)",":",""
"2013","Lebanon","Youth unemployment rate, male (%)",":",""
"2013","Lebanon","Youth unemployment rate, female (%)",":",""
"2013","Palestine","Unemployment rate, male (%)","20.7",""
"2013","Palestine","Unemployment rate, female (%)","35.4",""
"2013","Palestine","Unemployment rate, total (%)","23.6",""
"2013","Palestine","Youth unemployment rate, male (%)","36.9",""
"2013","Palestine","Youth unemployment rate, female (%)","64.7",""
"2013","Syria","Unemployment rate, male (%)",":",""
"2013","Syria","Unemployment rate, female (%)",":",""
"2013","Syria","Unemployment rate, total (%)",":",""
"2013","Syria","Youth unemployment rate, male (%)",":",""
"2013","Syria","Youth unemployment rate, female (%)",":",""
"2014","Algeria","Unemployment rate, male (%)","9.2","i"
"2014","Algeria","Unemployment rate, female (%)","17.1","i"
"2014","Algeria","Unemployment rate, total (%)","10.6","i"
"2014","Algeria","Youth unemployment rate, male (%)","22.1","i"
"2014","Algeria","Youth unemployment rate, female (%)","41.6","i"
"2014","Egypt","Unemployment rate, male (%)","9.6",""
"2014","Egypt","Unemployment rate, female (%)","24.0",""
"2014","Egypt","Unemployment rate, total (%)","13.0",""
"2014","Egypt","Youth unemployment rate, male (%)","20.6",""
"2014","Egypt","Youth unemployment rate, female (%)","44.0",""
"2014","Libya","Unemployment rate, male (%)",":",""
"2014","Libya","Unemployment rate, female (%)",":",""
"2014","Libya","Unemployment rate, total (%)",":",""
"2014","Libya","Youth unemployment rate, male (%)",":",""
"2014","Libya","Youth unemployment rate, female (%)",":",""
"2014","Morocco","Unemployment rate, male (%)","9.7",""
"2014","Morocco","Unemployment rate, female (%)","10.4",""
"2014","Morocco","Unemployment rate, total (%)","9.9",""
"2014","Morocco","Youth unemployment rate, male (%)","20.3",""
"2014","Morocco","Youth unemployment rate, female (%)","19.1",""
"2014","Tunisia","Unemployment rate, male (%)",":",""
"2014","Tunisia","Unemployment rate, female (%)",":",""
"2014","Tunisia","Unemployment rate, total (%)",":",""
"2014","Tunisia","Youth unemployment rate, male (%)",":",""
"2014","Tunisia","Youth unemployment rate, female (%)",":",""
"2014","Israel","Unemployment rate, male (%)","6.0",""
"2014","Israel","Unemployment rate, female (%)","6.0",""
"2014","Israel","Unemployment rate, total (%)","6.0",""
"2014","Israel","Youth unemployment rate, male (%)","10.1",""
"2014","Israel","Youth unemployment rate, female (%)","11.1",""
"2014","Jordan","Unemployment rate, male (%)","10.1",""
"2014","Jordan","Unemployment rate, female (%)","20.7",""
"2014","Jordan","Unemployment rate, total (%)","11.9",""
"2014","Jordan","Youth unemployment rate, male (%)","36.0",""
"2014","Jordan","Youth unemployment rate, female (%)","39.3",""
"2014","Lebanon","Unemployment rate, male (%)",":",""
"2014","Lebanon","Unemployment rate, female (%)",":",""
"2014","Lebanon","Unemployment rate, total (%)",":",""
"2014","Lebanon","Youth unemployment rate, male (%)",":",""
"2014","Lebanon","Youth unemployment rate, female (%)",":",""
"2014","Palestine","Unemployment rate, male (%)","24.1",""
"2014","Palestine","Unemployment rate, female (%)","38.9",""
"2014","Palestine","Unemployment rate, total (%)","27.2",""
"2014","Palestine","Youth unemployment rate, male (%)","39.9",""
"2014","Palestine","Youth unemployment rate, female (%)","62.8",""
"2014","Syria","Unemployment rate, male (%)",":",""
"2014","Syria","Unemployment rate, female (%)",":",""
"2014","Syria","Unemployment rate, total (%)",":",""
"2014","Syria","Youth unemployment rate, male (%)",":",""
"2014","Syria","Youth unemployment rate, female (%)",":",""
"2015","Algeria","Unemployment rate, male (%)","9.9","i"
"2015","Algeria","Unemployment rate, female (%)","16.6","i"
"2015","Algeria","Unemployment rate, total (%)","11.2","i"
"2015","Algeria","Youth unemployment rate, male (%)","26.8","i"
"2015","Algeria","Youth unemployment rate, female (%)","45.4","i"
"2015","Egypt","Unemployment rate, male (%)",":",""
"2015","Egypt","Unemployment rate, female (%)",":",""
"2015","Egypt","Unemployment rate, total (%)",":",""
"2015","Egypt","Youth unemployment rate, male (%)",":",""
"2015","Egypt","Youth unemployment rate, female (%)",":",""
"2015","Libya","Unemployment rate, male (%)",":",""
"2015","Libya","Unemployment rate, female (%)",":",""
"2015","Libya","Unemployment rate, total (%)",":",""
"2015","Libya","Youth unemployment rate, male (%)",":",""
"2015","Libya","Youth unemployment rate, female (%)",":",""
"2015","Morocco","Unemployment rate, male (%)","9.4",""
"2015","Morocco","Unemployment rate, female (%)","10.5",""
"2015","Morocco","Unemployment rate, total (%)","9.7",""
"2015","Morocco","Youth unemployment rate, male (%)","20.6",""
"2015","Morocco","Youth unemployment rate, female (%)","21.4",""
"2015","Tunisia","Unemployment rate, male (%)",":",""
"2015","Tunisia","Unemployment rate, female (%)",":",""
"2015","Tunisia","Unemployment rate, total (%)",":",""
"2015","Tunisia","Youth unemployment rate, male (%)",":",""
"2015","Tunisia","Youth unemployment rate, female (%)",":",""
"2015","Israel","Unemployment rate, male (%)","5.2",""
"2015","Israel","Unemployment rate, female (%)","5.5",""
"2015","Israel","Unemployment rate, total (%)","5.3",""
"2015","Israel","Youth unemployment rate, male (%)","8.9",""
"2015","Israel","Youth unemployment rate, female (%)","9.7",""
"2015","Jordan","Unemployment rate, male (%)","11.0",""
"2015","Jordan","Unemployment rate, female (%)","22.5",""
"2015","Jordan","Unemployment rate, total (%)","13.0",""
"2015","Jordan","Youth unemployment rate, male (%)","32.0",""
"2015","Jordan","Youth unemployment rate, female (%)","36.2",""
"2015","Lebanon","Unemployment rate, male (%)",":",""
"2015","Lebanon","Unemployment rate, female (%)",":",""
"2015","Lebanon","Unemployment rate, total (%)",":",""
"2015","Lebanon","Youth unemployment rate, male (%)",":",""
"2015","Lebanon","Youth unemployment rate, female (%)",":",""
"2015","Palestine","Unemployment rate, male (%)","22.6",""
"2015","Palestine","Unemployment rate, female (%)","39.5",""
"2015","Palestine","Unemployment rate, total (%)","26.1",""
"2015","Palestine","Youth unemployment rate, male (%)","36.4",""
"2015","Palestine","Youth unemployment rate, female (%)","60.8",""
"2015","Syria","Unemployment rate, male (%)",":",""
"2015","Syria","Unemployment rate, female (%)",":",""
"2015","Syria","Unemployment rate, total (%)",":",""
"2015","Syria","Youth unemployment rate, male (%)",":",""
"2015","Syria","Youth unemployment rate, female (%)",":",""
